ESTADO,REGIÃO,GÊNERO,GRUPO ETÁRIO,ANO,2010
TOCANTINS,NORTE,MULHERES,65-69,2011,14129
TOCANTINS,NORTE,MULHERES,70-74,2011,10872
TOCANTINS,NORTE,MULHERES,75-79,2011,7369
TOCANTINS,NORTE,MULHERES,80-84,2011,4472
TOCANTINS,NORTE,MULHERES,85-89,2011,2237
TOCANTINS,NORTE,MULHERES,90+,2011,145
MARANHÃO,NORDESTE,HOMENS,0-4,2011,335257
MARANHÃO,NORDESTE,HOMENS,5-9,2011,356299
MARANHÃO,NORDESTE,HOMENS,10-14,2011,367403
MARANHÃO,NORDESTE,HOMENS,15-19,2011,350004
MARANHÃO,NORDESTE,HOMENS,20-24,2011,328781
MARANHÃO,NORDESTE,HOMENS,25-29,2011,300458
MARANHÃO,NORDESTE,HOMENS,30-34,2011,25628
MARANHÃO,NORDESTE,HOMENS,35-39,2011,20637
MARANHÃO,NORDESTE,HOMENS,40-44,2011,178539
MARANHÃO,NORDESTE,HOMENS,45-49,2011,153095
MARANHÃO,NORDESTE,HOMENS,50-54,2011,127848
MARANHÃO,NORDESTE,HOMENS,55-59,2011,106565
MARANHÃO,NORDESTE,HOMENS,60-64,2011,86906
MARANHÃO,NORDESTE,HOMENS,65-69,2011,68922
MARANHÃO,NORDESTE,HOMENS,70-74,2011,52531
MARANHÃO,NORDESTE,HOMENS,75-79,2011,35757
MARANHÃO,NORDESTE,HOMENS,80-84,2011,20269
MARANHÃO,NORDESTE,HOMENS,85-89,2011,1034
MARANHÃO,NORDESTE,HOMENS,90+,2011,7082
MARANHÃO,NORDESTE,MULHERES,0-4,2011,322048
MARANHÃO,NORDESTE,MULHERES,5-9,2011,344667
MARANHÃO,NORDESTE,MULHERES,10-14,2011,357032
MARANHÃO,NORDESTE,MULHERES,15-19,2011,344696
MARANHÃO,NORDESTE,MULHERES,20-24,2011,332441
MARANHÃO,NORDESTE,MULHERES,25-29,2011,309772
MARANHÃO,NORDESTE,MULHERES,30-34,2011,26673
MARANHÃO,NORDESTE,MULHERES,35-39,2011,21537
MARANHÃO,NORDESTE,MULHERES,40-44,2011,187817
MARANHÃO,NORDESTE,MULHERES,45-49,2011,163766
MARANHÃO,NORDESTE,MULHERES,50-54,2011,138677
MARANHÃO,NORDESTE,MULHERES,55-59,2011,117229
MARANHÃO,NORDESTE,MULHERES,60-64,2011,9258
MARANHÃO,NORDESTE,MULHERES,65-69,2011,72471
MARANHÃO,NORDESTE,MULHERES,70-74,2011,57207
MARANHÃO,NORDESTE,MULHERES,75-79,2011,38941
MARANHÃO,NORDESTE,MULHERES,80-84,2011,23361
MARANHÃO,NORDESTE,MULHERES,85-89,2011,13163
MARANHÃO,NORDESTE,MULHERES,90+,2011,10539
PIAUI,NORDESTE,HOMENS,0-4,2011,131203
PIAUI,NORDESTE,HOMENS,5-9,2011,145595
PIAUI,NORDESTE,HOMENS,10-14,2011,16036
PIAUI,NORDESTE,HOMENS,15-19,2011,154298
PIAUI,NORDESTE,HOMENS,20-24,2011,149142
PIAUI,NORDESTE,HOMENS,25-29,2011,137099
PIAUI,NORDESTE,HOMENS,30-34,2011,123624
PIAUI,NORDESTE,HOMENS,35-39,2011,103657
PIAUI,NORDESTE,HOMENS,40-44,2011,93292
PIAUI,NORDESTE,HOMENS,45-49,2011,83575
PIAUI,NORDESTE,HOMENS,50-54,2011,70455
PIAUI,NORDESTE,HOMENS,55-59,2011,58319
PIAUI,NORDESTE,HOMENS,60-64,2011,48421
PIAUI,NORDESTE,HOMENS,65-69,2011,37878
PIAUI,NORDESTE,HOMENS,70-74,2011,29391
PIAUI,NORDESTE,HOMENS,75-79,2011,19515
PIAUI,NORDESTE,HOMENS,80-84,2011,12379
PIAUI,NORDESTE,HOMENS,85-89,2011,6735
PIAUI,NORDESTE,HOMENS,90+,2011,3207
PIAUI,NORDESTE,MULHERES,0-4,2011,125604
PIAUI,NORDESTE,MULHERES,5-9,2011,140752
PIAUI,NORDESTE,MULHERES,10-14,2011,154344
PIAUI,NORDESTE,MULHERES,15-19,2011,151212
PIAUI,NORDESTE,MULHERES,20-24,2011,152795
PIAUI,NORDESTE,MULHERES,25-29,2011,143096
PIAUI,NORDESTE,MULHERES,30-34,2011,131438
PIAUI,NORDESTE,MULHERES,35-39,2011,111012
PIAUI,NORDESTE,MULHERES,40-44,2011,100937
PIAUI,NORDESTE,MULHERES,45-49,2011,91666
PIAUI,NORDESTE,MULHERES,50-54,2011,79027
PIAUI,NORDESTE,MULHERES,55-59,2011,67502
PIAUI,NORDESTE,MULHERES,60-64,2011,54856
PIAUI,NORDESTE,MULHERES,65-69,2011,42251
PIAUI,NORDESTE,MULHERES,70-74,2011,34752
PIAUI,NORDESTE,MULHERES,75-79,2011,23962
PIAUI,NORDESTE,MULHERES,80-84,2011,15958
PIAUI,NORDESTE,MULHERES,85-89,2011,8891
PIAUI,NORDESTE,MULHERES,90+,2011,468
CEARÁ,NORDESTE,HOMENS,0-4,2011,343573
CEARÁ,NORDESTE,HOMENS,5-9,2011,365393
CEARÁ,NORDESTE,HOMENS,10-14,2011,427011
CEARÁ,NORDESTE,HOMENS,15-19,2011,432725
CEARÁ,NORDESTE,HOMENS,20-24,2011,413224
CEARÁ,NORDESTE,HOMENS,25-29,2011,375235
CEARÁ,NORDESTE,HOMENS,30-34,2011,331356
CEARÁ,NORDESTE,HOMENS,35-39,2011,286699
CEARÁ,NORDESTE,HOMENS,40-44,2011,264387
CEARÁ,NORDESTE,HOMENS,45-49,2011,238315
CEARÁ,NORDESTE,HOMENS,50-54,2011,184227
CEARÁ,NORDESTE,HOMENS,55-59,2011,148477
CEARÁ,NORDESTE,HOMENS,60-64,2011,127691
CEARÁ,NORDESTE,HOMENS,65-69,2011,98176
CEARÁ,NORDESTE,HOMENS,70-74,2011,78216
CEARÁ,NORDESTE,HOMENS,75-79,2011,51035
CEARÁ,NORDESTE,HOMENS,80-84,2011,34764
CEARÁ,NORDESTE,HOMENS,85-89,2011,2094
CEARÁ,NORDESTE,HOMENS,90+,2011,9562
CEARÁ,NORDESTE,MULHERES,0-4,2011,328872
CEARÁ,NORDESTE,MULHERES,5-9,2011,351879
CEARÁ,NORDESTE,MULHERES,10-14,2011,411736
CEARÁ,NORDESTE,MULHERES,15-19,2011,426463
CEARÁ,NORDESTE,MULHERES,20-24,2011,422918
CEARÁ,NORDESTE,MULHERES,25-29,2011,390381
CEARÁ,NORDESTE,MULHERES,30-34,2011,349936
CEARÁ,NORDESTE,MULHERES,35-39,2011,308113
CEARÁ,NORDESTE,MULHERES,40-44,2011,289112
CEARÁ,NORDESTE,MULHERES,45-49,2011,261405
CEARÁ,NORDESTE,MULHERES,50-54,2011,211366
CEARÁ,NORDESTE,MULHERES,55-59,2011,17578
CEARÁ,NORDESTE,MULHERES,60-64,2011,15043
CEARÁ,NORDESTE,MULHERES,65-69,2011,116136
CEARÁ,NORDESTE,MULHERES,70-74,2011,9788
CEARÁ,NORDESTE,MULHERES,75-79,2011,66945
CEARÁ,NORDESTE,MULHERES,80-84,2011,47772
CEARÁ,NORDESTE,MULHERES,85-89,2011,29075
CEARÁ,NORDESTE,MULHERES,90+,2011,14386
RIO GRANDE DO NORTE,NORDESTE,HOMENS,0-4,2011,129106
RIO GRANDE DO NORTE,NORDESTE,HOMENS,5-9,2011,136611
RIO GRANDE DO NORTE,NORDESTE,HOMENS,10-14,2011,149652
RIO GRANDE DO NORTE,NORDESTE,HOMENS,15-19,2011,151506
RIO GRANDE DO NORTE,NORDESTE,HOMENS,20-24,2011,156535
RIO GRANDE DO NORTE,NORDESTE,HOMENS,25-29,2011,147787
RIO GRANDE DO NORTE,NORDESTE,HOMENS,30-34,2011,129412
RIO GRANDE DO NORTE,NORDESTE,HOMENS,35-39,2011,111874
RIO GRANDE DO NORTE,NORDESTE,HOMENS,40-44,2011,105799
RIO GRANDE DO NORTE,NORDESTE,HOMENS,45-49,2011,95554
RIO GRANDE DO NORTE,NORDESTE,HOMENS,50-54,2011,7357
RIO GRANDE DO NORTE,NORDESTE,HOMENS,55-59,2011,55012
RIO GRANDE DO NORTE,NORDESTE,HOMENS,60-64,2011,48612
RIO GRANDE DO NORTE,NORDESTE,HOMENS,65-69,2011,3614
RIO GRANDE DO NORTE,NORDESTE,HOMENS,70-74,2011,28376
RIO GRANDE DO NORTE,NORDESTE,HOMENS,75-79,2011,18118
RIO GRANDE DO NORTE,NORDESTE,HOMENS,80-84,2011,12856
RIO GRANDE DO NORTE,NORDESTE,HOMENS,85-89,2011,8297
RIO GRANDE DO NORTE,NORDESTE,HOMENS,90+,2011,4165
RIO GRANDE DO NORTE,NORDESTE,MULHERES,0-4,2011,123969
RIO GRANDE DO NORTE,NORDESTE,MULHERES,5-9,2011,131964
RIO GRANDE DO NORTE,NORDESTE,MULHERES,10-14,2011,144077
RIO GRANDE DO NORTE,NORDESTE,MULHERES,15-19,2011,148439
RIO GRANDE DO NORTE,NORDESTE,MULHERES,20-24,2011,155989
RIO GRANDE DO NORTE,NORDESTE,MULHERES,25-29,2011,149731
RIO GRANDE DO NORTE,NORDESTE,MULHERES,30-34,2011,134048
RIO GRANDE DO NORTE,NORDESTE,MULHERES,35-39,2011,118613
RIO GRANDE DO NORTE,NORDESTE,MULHERES,40-44,2011,113918
RIO GRANDE DO NORTE,NORDESTE,MULHERES,45-49,2011,104364
RIO GRANDE DO NORTE,NORDESTE,MULHERES,50-54,2011,82806
RIO GRANDE DO NORTE,NORDESTE,MULHERES,55-59,2011,6479
RIO GRANDE DO NORTE,NORDESTE,MULHERES,60-64,2011,58343
RIO GRANDE DO NORTE,NORDESTE,MULHERES,65-69,2011,44464
RIO GRANDE DO NORTE,NORDESTE,MULHERES,70-74,2011,36213
RIO GRANDE DO NORTE,NORDESTE,MULHERES,75-79,2011,24616
RIO GRANDE DO NORTE,NORDESTE,MULHERES,80-84,2011,18072
RIO GRANDE DO NORTE,NORDESTE,MULHERES,85-89,2011,11594
RIO GRANDE DO NORTE,NORDESTE,MULHERES,90+,2011,6423
PARAÍBA,NORDESTE,HOMENS,0-4,2011,151111
PARAÍBA,NORDESTE,HOMENS,5-9,2011,166309
PARAÍBA,NORDESTE,HOMENS,10-14,2011,178462
PARAÍBA,NORDESTE,HOMENS,15-19,2011,17969
PARAÍBA,NORDESTE,HOMENS,20-24,2011,172865
PARAÍBA,NORDESTE,HOMENS,25-29,2011,163438
PARAÍBA,NORDESTE,HOMENS,30-34,2011,149102
PARAÍBA,NORDESTE,HOMENS,35-39,2011,129229
PARAÍBA,NORDESTE,HOMENS,40-44,2011,118906
PARAÍBA,NORDESTE,HOMENS,45-49,2011,106372
PARAÍBA,NORDESTE,HOMENS,50-54,2011,84366
PARAÍBA,NORDESTE,HOMENS,55-59,2011,686
PARAÍBA,NORDESTE,HOMENS,60-64,2011,60047
PARAÍBA,NORDESTE,HOMENS,65-69,2011,46648
PARAÍBA,NORDESTE,HOMENS,70-74,2011,37603
PARAÍBA,NORDESTE,HOMENS,75-79,2011,24256
PARAÍBA,NORDESTE,HOMENS,80-84,2011,16538
PARAÍBA,NORDESTE,HOMENS,85-89,2011,10514
PARAÍBA,NORDESTE,HOMENS,90+,2011,5578
PARAÍBA,NORDESTE,MULHERES,0-4,2011,144136
PARAÍBA,NORDESTE,MULHERES,5-9,2011,159938
PARAÍBA,NORDESTE,MULHERES,10-14,2011,172662
PARAÍBA,NORDESTE,MULHERES,15-19,2011,176694
PARAÍBA,NORDESTE,MULHERES,20-24,2011,176577
PARAÍBA,NORDESTE,MULHERES,25-29,2011,170326
PARAÍBA,NORDESTE,MULHERES,30-34,2011,158327
PARAÍBA,NORDESTE,MULHERES,35-39,2011,139883
PARAÍBA,NORDESTE,MULHERES,40-44,2011,130998
PARAÍBA,NORDESTE,MULHERES,45-49,2011,117212
PARAÍBA,NORDESTE,MULHERES,50-54,2011,9661
PARAÍBA,NORDESTE,MULHERES,55-59,2011,82794
PARAÍBA,NORDESTE,MULHERES,60-64,2011,73923
PARAÍBA,NORDESTE,MULHERES,65-69,2011,58748
PARAÍBA,NORDESTE,MULHERES,70-74,2011,50265
PARAÍBA,NORDESTE,MULHERES,75-79,2011,33761
PARAÍBA,NORDESTE,MULHERES,80-84,2011,23776
PARAÍBA,NORDESTE,MULHERES,85-89,2011,14915
PARAÍBA,NORDESTE,MULHERES,90+,2011,8634
PERNAMBUCO,NORDESTE,HOMENS,0-4,2011,372013
PERNAMBUCO,NORDESTE,HOMENS,5-9,2011,393286
PERNAMBUCO,NORDESTE,HOMENS,10-14,2011,426985
PERNAMBUCO,NORDESTE,HOMENS,15-19,2011,414616
PERNAMBUCO,NORDESTE,HOMENS,20-24,2011,405781
PERNAMBUCO,NORDESTE,HOMENS,25-29,2011,386228
PERNAMBUCO,NORDESTE,HOMENS,30-34,2011,35472
PERNAMBUCO,NORDESTE,HOMENS,35-39,2011,31164
PERNAMBUCO,NORDESTE,HOMENS,40-44,2011,279326
PERNAMBUCO,NORDESTE,HOMENS,45-49,2011,243125
PERNAMBUCO,NORDESTE,HOMENS,50-54,2011,200015
PERNAMBUCO,NORDESTE,HOMENS,55-59,2011,158963
PERNAMBUCO,NORDESTE,HOMENS,60-64,2011,132921
PERNAMBUCO,NORDESTE,HOMENS,65-69,2011,99863
PERNAMBUCO,NORDESTE,HOMENS,70-74,2011,75852
PERNAMBUCO,NORDESTE,HOMENS,75-79,2011,48155
PERNAMBUCO,NORDESTE,HOMENS,80-84,2011,30988
PERNAMBUCO,NORDESTE,HOMENS,85-89,2011,17429
PERNAMBUCO,NORDESTE,HOMENS,90+,2011,8251
PERNAMBUCO,NORDESTE,MULHERES,0-4,2011,356498
PERNAMBUCO,NORDESTE,MULHERES,5-9,2011,379596
PERNAMBUCO,NORDESTE,MULHERES,10-14,2011,414668
PERNAMBUCO,NORDESTE,MULHERES,15-19,2011,411327
PERNAMBUCO,NORDESTE,MULHERES,20-24,2011,417489
PERNAMBUCO,NORDESTE,MULHERES,25-29,2011,408393
PERNAMBUCO,NORDESTE,MULHERES,30-34,2011,383175
PERNAMBUCO,NORDESTE,MULHERES,35-39,2011,344431
PERNAMBUCO,NORDESTE,MULHERES,40-44,2011,315119
PERNAMBUCO,NORDESTE,MULHERES,45-49,2011,279175
PERNAMBUCO,NORDESTE,MULHERES,50-54,2011,235592
PERNAMBUCO,NORDESTE,MULHERES,55-59,2011,197482
PERNAMBUCO,NORDESTE,MULHERES,60-64,2011,166586
PERNAMBUCO,NORDESTE,MULHERES,65-69,2011,129628
PERNAMBUCO,NORDESTE,MULHERES,70-74,2011,104111
PERNAMBUCO,NORDESTE,MULHERES,75-79,2011,70127
PERNAMBUCO,NORDESTE,MULHERES,80-84,2011,46776
PERNAMBUCO,NORDESTE,MULHERES,85-89,2011,26833
PERNAMBUCO,NORDESTE,MULHERES,90+,2011,15066
ALAGOAS,NORDESTE,HOMENS,0-4,2011,145943
ALAGOAS,NORDESTE,HOMENS,5-9,2011,158682
ALAGOAS,NORDESTE,HOMENS,10-14,2011,172242
ALAGOAS,NORDESTE,HOMENS,15-19,2011,160724
ALAGOAS,NORDESTE,HOMENS,20-24,2011,142345
ALAGOAS,NORDESTE,HOMENS,25-29,2011,132209
ALAGOAS,NORDESTE,HOMENS,30-34,2011,120844
ALAGOAS,NORDESTE,HOMENS,35-39,2011,103345
ALAGOAS,NORDESTE,HOMENS,40-44,2011,9344
ALAGOAS,NORDESTE,HOMENS,45-49,2011,79595
ALAGOAS,NORDESTE,HOMENS,50-54,2011,64824
ALAGOAS,NORDESTE,HOMENS,55-59,2011,53033
ALAGOAS,NORDESTE,HOMENS,60-64,2011,43005
ALAGOAS,NORDESTE,HOMENS,65-69,2011,32387
ALAGOAS,NORDESTE,HOMENS,70-74,2011,22896
ALAGOAS,NORDESTE,HOMENS,75-79,2011,14461
ALAGOAS,NORDESTE,HOMENS,80-84,2011,8581
ALAGOAS,NORDESTE,HOMENS,85-89,2011,4435
ALAGOAS,NORDESTE,HOMENS,90+,2011,2897
ALAGOAS,NORDESTE,MULHERES,0-4,2011,140019
ALAGOAS,NORDESTE,MULHERES,5-9,2011,154373
ALAGOAS,NORDESTE,MULHERES,10-14,2011,168386
ALAGOAS,NORDESTE,MULHERES,15-19,2011,160019
ALAGOAS,NORDESTE,MULHERES,20-24,2011,150709
ALAGOAS,NORDESTE,MULHERES,25-29,2011,143596
ALAGOAS,NORDESTE,MULHERES,30-34,2011,132972
ALAGOAS,NORDESTE,MULHERES,35-39,2011,115804
ALAGOAS,NORDESTE,MULHERES,40-44,2011,105159
ALAGOAS,NORDESTE,MULHERES,45-49,2011,89311
ALAGOAS,NORDESTE,MULHERES,50-54,2011,74388
ALAGOAS,NORDESTE,MULHERES,55-59,2011,62879
ALAGOAS,NORDESTE,MULHERES,60-64,2011,50108
ALAGOAS,NORDESTE,MULHERES,65-69,2011,38326
ALAGOAS,NORDESTE,MULHERES,70-74,2011,28703
ALAGOAS,NORDESTE,MULHERES,75-79,2011,19635
ALAGOAS,NORDESTE,MULHERES,80-84,2011,12362
ALAGOAS,NORDESTE,MULHERES,85-89,2011,6415
ALAGOAS,NORDESTE,MULHERES,90+,2011,4554
SERGIPE,NORDESTE,HOMENS,0-4,2011,90184
SERGIPE,NORDESTE,HOMENS,5-9,2011,93416
SERGIPE,NORDESTE,HOMENS,10-14,2011,106008
SERGIPE,NORDESTE,HOMENS,15-19,2011,103455
SERGIPE,NORDESTE,HOMENS,20-24,2011,100303
SERGIPE,NORDESTE,HOMENS,25-29,2011,94367
SERGIPE,NORDESTE,HOMENS,30-34,2011,84706
SERGIPE,NORDESTE,HOMENS,35-39,2011,73036
SERGIPE,NORDESTE,HOMENS,40-44,2011,66872
SERGIPE,NORDESTE,HOMENS,45-49,2011,56878
SERGIPE,NORDESTE,HOMENS,50-54,2011,44962
SERGIPE,NORDESTE,HOMENS,55-59,2011,35591
SERGIPE,NORDESTE,HOMENS,60-64,2011,28711
SERGIPE,NORDESTE,HOMENS,65-69,2011,21039
SERGIPE,NORDESTE,HOMENS,70-74,2011,14793
SERGIPE,NORDESTE,HOMENS,75-79,2011,9559
SERGIPE,NORDESTE,HOMENS,80-84,2011,5984
SERGIPE,NORDESTE,HOMENS,85-89,2011,3208
SERGIPE,NORDESTE,HOMENS,90+,2011,1923
SERGIPE,NORDESTE,MULHERES,0-4,2011,86442
SERGIPE,NORDESTE,MULHERES,5-9,2011,90253
SERGIPE,NORDESTE,MULHERES,10-14,2011,102427
SERGIPE,NORDESTE,MULHERES,15-19,2011,102676
SERGIPE,NORDESTE,MULHERES,20-24,2011,103152
SERGIPE,NORDESTE,MULHERES,25-29,2011,100056
SERGIPE,NORDESTE,MULHERES,30-34,2011,91992
SERGIPE,NORDESTE,MULHERES,35-39,2011,80799
SERGIPE,NORDESTE,MULHERES,40-44,2011,73506
SERGIPE,NORDESTE,MULHERES,45-49,2011,62971
SERGIPE,NORDESTE,MULHERES,50-54,2011,50714
SERGIPE,NORDESTE,MULHERES,55-59,2011,41668
SERGIPE,NORDESTE,MULHERES,60-64,2011,33178
SERGIPE,NORDESTE,MULHERES,65-69,2011,25298
SERGIPE,NORDESTE,MULHERES,70-74,2011,19241
SERGIPE,NORDESTE,MULHERES,75-79,2011,13587
SERGIPE,NORDESTE,MULHERES,80-84,2011,9201
SERGIPE,NORDESTE,MULHERES,85-89,2011,506
SERGIPE,NORDESTE,MULHERES,90+,2011,3224
BAHIA,NORDESTE,HOMENS,0-4,2011,568243
BAHIA,NORDESTE,HOMENS,5-9,2011,619165
BAHIA,NORDESTE,HOMENS,10-14,2011,68132
BAHIA,NORDESTE,HOMENS,15-19,2011,67782
BAHIA,NORDESTE,HOMENS,20-24,2011,647084
BAHIA,NORDESTE,HOMENS,25-29,2011,647366
BAHIA,NORDESTE,HOMENS,30-34,2011,593557
BAHIA,NORDESTE,HOMENS,35-39,2011,496421
BAHIA,NORDESTE,HOMENS,40-44,2011,450536
BAHIA,NORDESTE,HOMENS,45-49,2011,392854
BAHIA,NORDESTE,HOMENS,50-54,2011,33167
BAHIA,NORDESTE,HOMENS,55-59,2011,263891
BAHIA,NORDESTE,HOMENS,60-64,2011,214115
BAHIA,NORDESTE,HOMENS,65-69,2011,16481
BAHIA,NORDESTE,HOMENS,70-74,2011,123249
BAHIA,NORDESTE,HOMENS,75-79,2011,80739
BAHIA,NORDESTE,HOMENS,80-84,2011,51661
BAHIA,NORDESTE,HOMENS,85-89,2011,28502
BAHIA,NORDESTE,HOMENS,90+,2011,16706
BAHIA,NORDESTE,MULHERES,0-4,2011,543844
BAHIA,NORDESTE,MULHERES,5-9,2011,596761
BAHIA,NORDESTE,MULHERES,10-14,2011,657348
BAHIA,NORDESTE,MULHERES,15-19,2011,665271
BAHIA,NORDESTE,MULHERES,20-24,2011,657566
BAHIA,NORDESTE,MULHERES,25-29,2011,67385
BAHIA,NORDESTE,MULHERES,30-34,2011,621602
BAHIA,NORDESTE,MULHERES,35-39,2011,524889
BAHIA,NORDESTE,MULHERES,40-44,2011,477276
BAHIA,NORDESTE,MULHERES,45-49,2011,418812
BAHIA,NORDESTE,MULHERES,50-54,2011,360177
BAHIA,NORDESTE,MULHERES,55-59,2011,295138
BAHIA,NORDESTE,MULHERES,60-64,2011,240708
BAHIA,NORDESTE,MULHERES,65-69,2011,190732
BAHIA,NORDESTE,MULHERES,70-74,2011,150516
BAHIA,NORDESTE,MULHERES,75-79,2011,106509
BAHIA,NORDESTE,MULHERES,80-84,2011,72024
BAHIA,NORDESTE,MULHERES,85-89,2011,41432
BAHIA,NORDESTE,MULHERES,90+,2011,2883
MINAS GERAIS,SUDESTE,HOMENS,0-4,2011,674778
MINAS GERAIS,SUDESTE,HOMENS,5-9,2011,74553
MINAS GERAIS,SUDESTE,HOMENS,10-14,2011,856222
MINAS GERAIS,SUDESTE,HOMENS,15-19,2011,878646
MINAS GERAIS,SUDESTE,HOMENS,20-24,2011,883627
MINAS GERAIS,SUDESTE,HOMENS,25-29,2011,867827
MINAS GERAIS,SUDESTE,HOMENS,30-34,2011,815534
MINAS GERAIS,SUDESTE,HOMENS,35-39,2011,716307
MINAS GERAIS,SUDESTE,HOMENS,40-44,2011,682184
MINAS GERAIS,SUDESTE,HOMENS,45-49,2011,644766
MINAS GERAIS,SUDESTE,HOMENS,50-54,2011,570712
MINAS GERAIS,SUDESTE,HOMENS,55-59,2011,46447
MINAS GERAIS,SUDESTE,HOMENS,60-64,2011,358265
MINAS GERAIS,SUDESTE,HOMENS,65-69,2011,26464
MINAS GERAIS,SUDESTE,HOMENS,70-74,2011,199578
MINAS GERAIS,SUDESTE,HOMENS,75-79,2011,136254
MINAS GERAIS,SUDESTE,HOMENS,80-84,2011,80926
MINAS GERAIS,SUDESTE,HOMENS,85-89,2011,3815
MINAS GERAIS,SUDESTE,HOMENS,90+,2011,17872
MINAS GERAIS,SUDESTE,MULHERES,0-4,2011,644334
MINAS GERAIS,SUDESTE,MULHERES,5-9,2011,713712
MINAS GERAIS,SUDESTE,MULHERES,10-14,2011,825734
MINAS GERAIS,SUDESTE,MULHERES,15-19,2011,860576
MINAS GERAIS,SUDESTE,MULHERES,20-24,2011,867956
MINAS GERAIS,SUDESTE,MULHERES,25-29,2011,866673
MINAS GERAIS,SUDESTE,MULHERES,30-34,2011,829053
MINAS GERAIS,SUDESTE,MULHERES,35-39,2011,743816
MINAS GERAIS,SUDESTE,MULHERES,40-44,2011,71344
MINAS GERAIS,SUDESTE,MULHERES,45-49,2011,68409
MINAS GERAIS,SUDESTE,MULHERES,50-54,2011,609246
MINAS GERAIS,SUDESTE,MULHERES,55-59,2011,50502
MINAS GERAIS,SUDESTE,MULHERES,60-64,2011,397787
MINAS GERAIS,SUDESTE,MULHERES,65-69,2011,304574
MINAS GERAIS,SUDESTE,MULHERES,70-74,2011,242273
MINAS GERAIS,SUDESTE,MULHERES,75-79,2011,176992
MINAS GERAIS,SUDESTE,MULHERES,80-84,2011,117007
MINAS GERAIS,SUDESTE,MULHERES,85-89,2011,62061
MINAS GERAIS,SUDESTE,MULHERES,90+,2011,35531
ESPÍRITO SANTO,SUDESTE,HOMENS,0-4,2011,13657
ESPÍRITO SANTO,SUDESTE,HOMENS,5-9,2011,14299
ESPÍRITO SANTO,SUDESTE,HOMENS,10-14,2011,15513
ESPÍRITO SANTO,SUDESTE,HOMENS,15-19,2011,153176
ESPÍRITO SANTO,SUDESTE,HOMENS,20-24,2011,163549
ESPÍRITO SANTO,SUDESTE,HOMENS,25-29,2011,164913
ESPÍRITO SANTO,SUDESTE,HOMENS,30-34,2011,153766
ESPÍRITO SANTO,SUDESTE,HOMENS,35-39,2011,131604
ESPÍRITO SANTO,SUDESTE,HOMENS,40-44,2011,122503
ESPÍRITO SANTO,SUDESTE,HOMENS,45-49,2011,114093
ESPÍRITO SANTO,SUDESTE,HOMENS,50-54,2011,100522
ESPÍRITO SANTO,SUDESTE,HOMENS,55-59,2011,82101
ESPÍRITO SANTO,SUDESTE,HOMENS,60-64,2011,58763
ESPÍRITO SANTO,SUDESTE,HOMENS,65-69,2011,41189
ESPÍRITO SANTO,SUDESTE,HOMENS,70-74,2011,30684
ESPÍRITO SANTO,SUDESTE,HOMENS,75-79,2011,21537
ESPÍRITO SANTO,SUDESTE,HOMENS,80-84,2011,13321
ESPÍRITO SANTO,SUDESTE,HOMENS,85-89,2011,6259
ESPÍRITO SANTO,SUDESTE,HOMENS,90+,2011,2831
ESPÍRITO SANTO,SUDESTE,MULHERES,0-4,2011,130643
ESPÍRITO SANTO,SUDESTE,MULHERES,5-9,2011,136894
ESPÍRITO SANTO,SUDESTE,MULHERES,10-14,2011,149938
ESPÍRITO SANTO,SUDESTE,MULHERES,15-19,2011,15177
ESPÍRITO SANTO,SUDESTE,MULHERES,20-24,2011,161444
ESPÍRITO SANTO,SUDESTE,MULHERES,25-29,2011,165205
ESPÍRITO SANTO,SUDESTE,MULHERES,30-34,2011,157483
ESPÍRITO SANTO,SUDESTE,MULHERES,35-39,2011,137341
ESPÍRITO SANTO,SUDESTE,MULHERES,40-44,2011,12792
ESPÍRITO SANTO,SUDESTE,MULHERES,45-49,2011,120519
ESPÍRITO SANTO,SUDESTE,MULHERES,50-54,2011,107359
ESPÍRITO SANTO,SUDESTE,MULHERES,55-59,2011,88157
ESPÍRITO SANTO,SUDESTE,MULHERES,60-64,2011,65038
ESPÍRITO SANTO,SUDESTE,MULHERES,65-69,2011,47881
ESPÍRITO SANTO,SUDESTE,MULHERES,70-74,2011,37633
ESPÍRITO SANTO,SUDESTE,MULHERES,75-79,2011,28084
ESPÍRITO SANTO,SUDESTE,MULHERES,80-84,2011,18617
ESPÍRITO SANTO,SUDESTE,MULHERES,85-89,2011,969
ESPÍRITO SANTO,SUDESTE,MULHERES,90+,2011,5478
RIO DE JANEIRO,SUDESTE,HOMENS,0-4,2011,541827
RIO DE JANEIRO,SUDESTE,HOMENS,5-9,2011,569591
RIO DE JANEIRO,SUDESTE,HOMENS,10-14,2011,660679
RIO DE JANEIRO,SUDESTE,HOMENS,15-19,2011,651825
RIO DE JANEIRO,SUDESTE,HOMENS,20-24,2011,652527
RIO DE JANEIRO,SUDESTE,HOMENS,25-29,2011,672782
RIO DE JANEIRO,SUDESTE,HOMENS,30-34,2011,65445
RIO DE JANEIRO,SUDESTE,HOMENS,35-39,2011,584006
RIO DE JANEIRO,SUDESTE,HOMENS,40-44,2011,551215
RIO DE JANEIRO,SUDESTE,HOMENS,45-49,2011,526617
RIO DE JANEIRO,SUDESTE,HOMENS,50-54,2011,477192
RIO DE JANEIRO,SUDESTE,HOMENS,55-59,2011,392288
RIO DE JANEIRO,SUDESTE,HOMENS,60-64,2011,305421
