ESTADO,REGIÃO,GÊNERO,GRUPO ETÁRIO,ANO,2010
GOIÁS,CENTRO-OESTE,HOMENS,70-74,2050,194262
GOIÁS,CENTRO-OESTE,HOMENS,75-79,2050,138919
GOIÁS,CENTRO-OESTE,HOMENS,80-84,2050,92155
GOIÁS,CENTRO-OESTE,HOMENS,85-89,2050,50245
GOIÁS,CENTRO-OESTE,HOMENS,90+,2050,29891
GOIÁS,CENTRO-OESTE,MULHERES,0-4,2050,229465
GOIÁS,CENTRO-OESTE,MULHERES,5-9,2050,24148
GOIÁS,CENTRO-OESTE,MULHERES,10-14,2050,248179
GOIÁS,CENTRO-OESTE,MULHERES,15-19,2050,257239
GOIÁS,CENTRO-OESTE,MULHERES,20-24,2050,272293
GOIÁS,CENTRO-OESTE,MULHERES,25-29,2050,290468
GOIÁS,CENTRO-OESTE,MULHERES,30-34,2050,300962
GOIÁS,CENTRO-OESTE,MULHERES,35-39,2050,297516
GOIÁS,CENTRO-OESTE,MULHERES,40-44,2050,283051
GOIÁS,CENTRO-OESTE,MULHERES,45-49,2050,290423
GOIÁS,CENTRO-OESTE,MULHERES,50-54,2050,307076
GOIÁS,CENTRO-OESTE,MULHERES,55-59,2050,300871
GOIÁS,CENTRO-OESTE,MULHERES,60-64,2050,291214
GOIÁS,CENTRO-OESTE,MULHERES,65-69,2050,269589
GOIÁS,CENTRO-OESTE,MULHERES,70-74,2050,232777
GOIÁS,CENTRO-OESTE,MULHERES,75-79,2050,179702
GOIÁS,CENTRO-OESTE,MULHERES,80-84,2050,130628
GOIÁS,CENTRO-OESTE,MULHERES,85-89,2050,80397
GOIÁS,CENTRO-OESTE,MULHERES,90+,2050,56809
DISTRITO FEDERAL,CENTRO-OESTE,HOMENS,0-4,2050,85955
DISTRITO FEDERAL,CENTRO-OESTE,HOMENS,5-9,2050,85073
DISTRITO FEDERAL,CENTRO-OESTE,HOMENS,10-14,2050,91521
DISTRITO FEDERAL,CENTRO-OESTE,HOMENS,15-19,2050,10064
DISTRITO FEDERAL,CENTRO-OESTE,HOMENS,20-24,2050,111383
DISTRITO FEDERAL,CENTRO-OESTE,HOMENS,25-29,2050,118997
DISTRITO FEDERAL,CENTRO-OESTE,HOMENS,30-34,2050,121593
DISTRITO FEDERAL,CENTRO-OESTE,HOMENS,35-39,2050,11928
DISTRITO FEDERAL,CENTRO-OESTE,HOMENS,40-44,2050,125931
DISTRITO FEDERAL,CENTRO-OESTE,HOMENS,45-49,2050,135393
DISTRITO FEDERAL,CENTRO-OESTE,HOMENS,50-54,2050,131452
DISTRITO FEDERAL,CENTRO-OESTE,HOMENS,55-59,2050,121239
DISTRITO FEDERAL,CENTRO-OESTE,HOMENS,60-64,2050,119036
DISTRITO FEDERAL,CENTRO-OESTE,HOMENS,65-69,2050,112578
DISTRITO FEDERAL,CENTRO-OESTE,HOMENS,70-74,2050,92922
DISTRITO FEDERAL,CENTRO-OESTE,HOMENS,75-79,2050,65894
DISTRITO FEDERAL,CENTRO-OESTE,HOMENS,80-84,2050,44695
DISTRITO FEDERAL,CENTRO-OESTE,HOMENS,85-89,2050,24331
DISTRITO FEDERAL,CENTRO-OESTE,HOMENS,90+,2050,13614
DISTRITO FEDERAL,CENTRO-OESTE,MULHERES,0-4,2050,81608
DISTRITO FEDERAL,CENTRO-OESTE,MULHERES,5-9,2050,80555
DISTRITO FEDERAL,CENTRO-OESTE,MULHERES,10-14,2050,8723
DISTRITO FEDERAL,CENTRO-OESTE,MULHERES,15-19,2050,96935
DISTRITO FEDERAL,CENTRO-OESTE,MULHERES,20-24,2050,108041
DISTRITO FEDERAL,CENTRO-OESTE,MULHERES,25-29,2050,115901
DISTRITO FEDERAL,CENTRO-OESTE,MULHERES,30-34,2050,118931
DISTRITO FEDERAL,CENTRO-OESTE,MULHERES,35-39,2050,116946
DISTRITO FEDERAL,CENTRO-OESTE,MULHERES,40-44,2050,124344
DISTRITO FEDERAL,CENTRO-OESTE,MULHERES,45-49,2050,135078
DISTRITO FEDERAL,CENTRO-OESTE,MULHERES,50-54,2050,134555
DISTRITO FEDERAL,CENTRO-OESTE,MULHERES,55-59,2050,130416
DISTRITO FEDERAL,CENTRO-OESTE,MULHERES,60-64,2050,132007
DISTRITO FEDERAL,CENTRO-OESTE,MULHERES,65-69,2050,135823
DISTRITO FEDERAL,CENTRO-OESTE,MULHERES,70-74,2050,119748
DISTRITO FEDERAL,CENTRO-OESTE,MULHERES,75-79,2050,90569
DISTRITO FEDERAL,CENTRO-OESTE,MULHERES,80-84,2050,67532
DISTRITO FEDERAL,CENTRO-OESTE,MULHERES,85-89,2050,44368
DISTRITO FEDERAL,CENTRO-OESTE,MULHERES,90+,2050,34379
RONDÔNIA,NORTE,HOMENS,0-4,2051,59751
RONDÔNIA,NORTE,HOMENS,5-9,2051,613
RONDÔNIA,NORTE,HOMENS,10-14,2051,6263
RONDÔNIA,NORTE,HOMENS,15-19,2051,64049
RONDÔNIA,NORTE,HOMENS,20-24,2051,66307
RONDÔNIA,NORTE,HOMENS,25-29,2051,69764
RONDÔNIA,NORTE,HOMENS,30-34,2051,722
RONDÔNIA,NORTE,HOMENS,35-39,2051,70262
RONDÔNIA,NORTE,HOMENS,40-44,2051,68519
RONDÔNIA,NORTE,HOMENS,45-49,2051,72461
RONDÔNIA,NORTE,HOMENS,50-54,2051,7582
RONDÔNIA,NORTE,HOMENS,55-59,2051,72106
RONDÔNIA,NORTE,HOMENS,60-64,2051,66755
RONDÔNIA,NORTE,HOMENS,65-69,2051,58233
RONDÔNIA,NORTE,HOMENS,70-74,2051,45108
RONDÔNIA,NORTE,HOMENS,75-79,2051,30754
RONDÔNIA,NORTE,HOMENS,80-84,2051,20019
RONDÔNIA,NORTE,HOMENS,85-89,2051,10335
RONDÔNIA,NORTE,HOMENS,90+,2051,5542
RONDÔNIA,NORTE,MULHERES,0-4,2051,56994
RONDÔNIA,NORTE,MULHERES,5-9,2051,58423
RONDÔNIA,NORTE,MULHERES,10-14,2051,59606
RONDÔNIA,NORTE,MULHERES,15-19,2051,61179
RONDÔNIA,NORTE,MULHERES,20-24,2051,63595
RONDÔNIA,NORTE,MULHERES,25-29,2051,66997
RONDÔNIA,NORTE,MULHERES,30-34,2051,69474
RONDÔNIA,NORTE,MULHERES,35-39,2051,67685
RONDÔNIA,NORTE,MULHERES,40-44,2051,66415
RONDÔNIA,NORTE,MULHERES,45-49,2051,71427
RONDÔNIA,NORTE,MULHERES,50-54,2051,75972
RONDÔNIA,NORTE,MULHERES,55-59,2051,74652
RONDÔNIA,NORTE,MULHERES,60-64,2051,69897
RONDÔNIA,NORTE,MULHERES,65-69,2051,64222
RONDÔNIA,NORTE,MULHERES,70-74,2051,52817
RONDÔNIA,NORTE,MULHERES,75-79,2051,39236
RONDÔNIA,NORTE,MULHERES,80-84,2051,25994
RONDÔNIA,NORTE,MULHERES,85-89,2051,14648
RONDÔNIA,NORTE,MULHERES,90+,2051,9804
ACRE,NORTE,HOMENS,0-4,2051,35249
ACRE,NORTE,HOMENS,5-9,2051,36255
ACRE,NORTE,HOMENS,10-14,2051,37478
ACRE,NORTE,HOMENS,15-19,2051,38797
ACRE,NORTE,HOMENS,20-24,2051,39942
ACRE,NORTE,HOMENS,25-29,2051,40769
ACRE,NORTE,HOMENS,30-34,2051,40938
ACRE,NORTE,HOMENS,35-39,2051,4123
ACRE,NORTE,HOMENS,40-44,2051,42271
ACRE,NORTE,HOMENS,45-49,2051,43831
ACRE,NORTE,HOMENS,50-54,2051,41289
ACRE,NORTE,HOMENS,55-59,2051,34661
ACRE,NORTE,HOMENS,60-64,2051,29569
ACRE,NORTE,HOMENS,65-69,2051,26065
ACRE,NORTE,HOMENS,70-74,2051,20575
ACRE,NORTE,HOMENS,75-79,2051,1395
ACRE,NORTE,HOMENS,80-84,2051,8699
ACRE,NORTE,HOMENS,85-89,2051,4482
ACRE,NORTE,HOMENS,90+,2051,2756
ACRE,NORTE,MULHERES,0-4,2051,33578
ACRE,NORTE,MULHERES,5-9,2051,3459
ACRE,NORTE,MULHERES,10-14,2051,35947
ACRE,NORTE,MULHERES,15-19,2051,37254
ACRE,NORTE,MULHERES,20-24,2051,38386
ACRE,NORTE,MULHERES,25-29,2051,39312
ACRE,NORTE,MULHERES,30-34,2051,39634
ACRE,NORTE,MULHERES,35-39,2051,40128
ACRE,NORTE,MULHERES,40-44,2051,41574
ACRE,NORTE,MULHERES,45-49,2051,43783
ACRE,NORTE,MULHERES,50-54,2051,41932
ACRE,NORTE,MULHERES,55-59,2051,36644
ACRE,NORTE,MULHERES,60-64,2051,31825
ACRE,NORTE,MULHERES,65-69,2051,29235
ACRE,NORTE,MULHERES,70-74,2051,24481
ACRE,NORTE,MULHERES,75-79,2051,17601
ACRE,NORTE,MULHERES,80-84,2051,12044
ACRE,NORTE,MULHERES,85-89,2051,6884
ACRE,NORTE,MULHERES,90+,2051,526
AMAZONAS,NORTE,HOMENS,0-4,2051,180792
AMAZONAS,NORTE,HOMENS,5-9,2051,184951
AMAZONAS,NORTE,HOMENS,10-14,2051,189014
AMAZONAS,NORTE,HOMENS,15-19,2051,1931
AMAZONAS,NORTE,HOMENS,20-24,2051,197161
AMAZONAS,NORTE,HOMENS,25-29,2051,201311
AMAZONAS,NORTE,HOMENS,30-34,2051,203431
AMAZONAS,NORTE,HOMENS,35-39,2051,20364
AMAZONAS,NORTE,HOMENS,40-44,2051,195931
AMAZONAS,NORTE,HOMENS,45-49,2051,186176
AMAZONAS,NORTE,HOMENS,50-54,2051,189764
AMAZONAS,NORTE,HOMENS,55-59,2051,166571
AMAZONAS,NORTE,HOMENS,60-64,2051,143969
AMAZONAS,NORTE,HOMENS,65-69,2051,124187
AMAZONAS,NORTE,HOMENS,70-74,2051,96814
AMAZONAS,NORTE,HOMENS,75-79,2051,64726
AMAZONAS,NORTE,HOMENS,80-84,2051,39347
AMAZONAS,NORTE,HOMENS,85-89,2051,1997
AMAZONAS,NORTE,HOMENS,90+,2051,10708
AMAZONAS,NORTE,MULHERES,0-4,2051,172654
AMAZONAS,NORTE,MULHERES,5-9,2051,176667
AMAZONAS,NORTE,MULHERES,10-14,2051,180661
AMAZONAS,NORTE,MULHERES,15-19,2051,185085
AMAZONAS,NORTE,MULHERES,20-24,2051,190264
AMAZONAS,NORTE,MULHERES,25-29,2051,195444
AMAZONAS,NORTE,MULHERES,30-34,2051,198208
AMAZONAS,NORTE,MULHERES,35-39,2051,199484
AMAZONAS,NORTE,MULHERES,40-44,2051,193686
AMAZONAS,NORTE,MULHERES,45-49,2051,185943
AMAZONAS,NORTE,MULHERES,50-54,2051,193412
AMAZONAS,NORTE,MULHERES,55-59,2051,176912
AMAZONAS,NORTE,MULHERES,60-64,2051,156275
AMAZONAS,NORTE,MULHERES,65-69,2051,13961
AMAZONAS,NORTE,MULHERES,70-74,2051,114264
AMAZONAS,NORTE,MULHERES,75-79,2051,81856
AMAZONAS,NORTE,MULHERES,80-84,2051,53042
AMAZONAS,NORTE,MULHERES,85-89,2051,30953
AMAZONAS,NORTE,MULHERES,90+,2051,22321
RORAIMA,NORTE,HOMENS,0-4,2051,31186
RORAIMA,NORTE,HOMENS,5-9,2051,30994
RORAIMA,NORTE,HOMENS,10-14,2051,3071
RORAIMA,NORTE,HOMENS,15-19,2051,30845
RORAIMA,NORTE,HOMENS,20-24,2051,31972
RORAIMA,NORTE,HOMENS,25-29,2051,33774
RORAIMA,NORTE,HOMENS,30-34,2051,33697
RORAIMA,NORTE,HOMENS,35-39,2051,31287
RORAIMA,NORTE,HOMENS,40-44,2051,29954
RORAIMA,NORTE,HOMENS,45-49,2051,28563
RORAIMA,NORTE,HOMENS,50-54,2051,32283
RORAIMA,NORTE,HOMENS,55-59,2051,33427
RORAIMA,NORTE,HOMENS,60-64,2051,29905
RORAIMA,NORTE,HOMENS,65-69,2051,24589
RORAIMA,NORTE,HOMENS,70-74,2051,17754
RORAIMA,NORTE,HOMENS,75-79,2051,11416
RORAIMA,NORTE,HOMENS,80-84,2051,6677
RORAIMA,NORTE,HOMENS,85-89,2051,3311
RORAIMA,NORTE,HOMENS,90+,2051,1607
RORAIMA,NORTE,MULHERES,0-4,2051,29728
RORAIMA,NORTE,MULHERES,5-9,2051,29676
RORAIMA,NORTE,MULHERES,10-14,2051,29474
RORAIMA,NORTE,MULHERES,15-19,2051,29621
RORAIMA,NORTE,MULHERES,20-24,2051,30833
RORAIMA,NORTE,MULHERES,25-29,2051,3271
RORAIMA,NORTE,MULHERES,30-34,2051,32796
RORAIMA,NORTE,MULHERES,35-39,2051,30526
RORAIMA,NORTE,MULHERES,40-44,2051,29375
RORAIMA,NORTE,MULHERES,45-49,2051,28206
RORAIMA,NORTE,MULHERES,50-54,2051,30469
RORAIMA,NORTE,MULHERES,55-59,2051,30413
RORAIMA,NORTE,MULHERES,60-64,2051,2728
RORAIMA,NORTE,MULHERES,65-69,2051,23304
RORAIMA,NORTE,MULHERES,70-74,2051,17921
RORAIMA,NORTE,MULHERES,75-79,2051,12193
RORAIMA,NORTE,MULHERES,80-84,2051,7784
RORAIMA,NORTE,MULHERES,85-89,2051,4526
RORAIMA,NORTE,MULHERES,90+,2051,2786
PARÁ,NORTE,HOMENS,0-4,2051,302413
PARÁ,NORTE,HOMENS,5-9,2051,310752
PARÁ,NORTE,HOMENS,10-14,2051,319951
PARÁ,NORTE,HOMENS,15-19,2051,329176
PARÁ,NORTE,HOMENS,20-24,2051,336167
PARÁ,NORTE,HOMENS,25-29,2051,340814
PARÁ,NORTE,HOMENS,30-34,2051,340271
PARÁ,NORTE,HOMENS,35-39,2051,338082
PARÁ,NORTE,HOMENS,40-44,2051,355736
PARÁ,NORTE,HOMENS,45-49,2051,363739
PARÁ,NORTE,HOMENS,50-54,2051,362922
PARÁ,NORTE,HOMENS,55-59,2051,328456
PARÁ,NORTE,HOMENS,60-64,2051,293883
PARÁ,NORTE,HOMENS,65-69,2051,256807
PARÁ,NORTE,HOMENS,70-74,2051,199924
PARÁ,NORTE,HOMENS,75-79,2051,135138
PARÁ,NORTE,HOMENS,80-84,2051,82078
PARÁ,NORTE,HOMENS,85-89,2051,40919
PARÁ,NORTE,HOMENS,90+,2051,2349
PARÁ,NORTE,MULHERES,0-4,2051,288488
PARÁ,NORTE,MULHERES,5-9,2051,296422
PARÁ,NORTE,MULHERES,10-14,2051,304894
PARÁ,NORTE,MULHERES,15-19,2051,313532
PARÁ,NORTE,MULHERES,20-24,2051,321959
PARÁ,NORTE,MULHERES,25-29,2051,329115
PARÁ,NORTE,MULHERES,30-34,2051,331721
PARÁ,NORTE,MULHERES,35-39,2051,332878
PARÁ,NORTE,MULHERES,40-44,2051,354646
PARÁ,NORTE,MULHERES,45-49,2051,368624
PARÁ,NORTE,MULHERES,50-54,2051,376044
PARÁ,NORTE,MULHERES,55-59,2051,354498
PARÁ,NORTE,MULHERES,60-64,2051,328894
PARÁ,NORTE,MULHERES,65-69,2051,300407
PARÁ,NORTE,MULHERES,70-74,2051,243899
PARÁ,NORTE,MULHERES,75-79,2051,176713
PARÁ,NORTE,MULHERES,80-84,2051,118595
PARÁ,NORTE,MULHERES,85-89,2051,69296
PARÁ,NORTE,MULHERES,90+,2051,50041
AMAPÁ,NORTE,HOMENS,0-4,2051,38521
AMAPÁ,NORTE,HOMENS,5-9,2051,39204
AMAPÁ,NORTE,HOMENS,10-14,2051,39869
AMAPÁ,NORTE,HOMENS,15-19,2051,40624
AMAPÁ,NORTE,HOMENS,20-24,2051,41862
AMAPÁ,NORTE,HOMENS,25-29,2051,43293
AMAPÁ,NORTE,HOMENS,30-34,2051,44476
AMAPÁ,NORTE,HOMENS,35-39,2051,44981
AMAPÁ,NORTE,HOMENS,40-44,2051,44588
AMAPÁ,NORTE,HOMENS,45-49,2051,44527
AMAPÁ,NORTE,HOMENS,50-54,2051,43652
AMAPÁ,NORTE,HOMENS,55-59,2051,39117
AMAPÁ,NORTE,HOMENS,60-64,2051,34314
AMAPÁ,NORTE,HOMENS,65-69,2051,28455
AMAPÁ,NORTE,HOMENS,70-74,2051,21633
AMAPÁ,NORTE,HOMENS,75-79,2051,15152
AMAPÁ,NORTE,HOMENS,80-84,2051,942
AMAPÁ,NORTE,HOMENS,85-89,2051,4923
AMAPÁ,NORTE,HOMENS,90+,2051,3061
AMAPÁ,NORTE,MULHERES,0-4,2051,36735
AMAPÁ,NORTE,MULHERES,5-9,2051,37415
AMAPÁ,NORTE,MULHERES,10-14,2051,38294
AMAPÁ,NORTE,MULHERES,15-19,2051,39501
AMAPÁ,NORTE,MULHERES,20-24,2051,40887
AMAPÁ,NORTE,MULHERES,25-29,2051,42353
AMAPÁ,NORTE,MULHERES,30-34,2051,43611
AMAPÁ,NORTE,MULHERES,35-39,2051,44246
AMAPÁ,NORTE,MULHERES,40-44,2051,44135
AMAPÁ,NORTE,MULHERES,45-49,2051,44297
AMAPÁ,NORTE,MULHERES,50-54,2051,44312
AMAPÁ,NORTE,MULHERES,55-59,2051,40361
AMAPÁ,NORTE,MULHERES,60-64,2051,35748
AMAPÁ,NORTE,MULHERES,65-69,2051,31126
AMAPÁ,NORTE,MULHERES,70-74,2051,24348
AMAPÁ,NORTE,MULHERES,75-79,2051,1768
AMAPÁ,NORTE,MULHERES,80-84,2051,11378
AMAPÁ,NORTE,MULHERES,85-89,2051,6399
AMAPÁ,NORTE,MULHERES,90+,2051,5016
TOCANTINS,NORTE,HOMENS,0-4,2051,54842
TOCANTINS,NORTE,HOMENS,5-9,2051,56003
TOCANTINS,NORTE,HOMENS,10-14,2051,57547
TOCANTINS,NORTE,HOMENS,15-19,2051,59195
TOCANTINS,NORTE,HOMENS,20-24,2051,60776
TOCANTINS,NORTE,HOMENS,25-29,2051,6211
TOCANTINS,NORTE,HOMENS,30-34,2051,62544
TOCANTINS,NORTE,HOMENS,35-39,2051,61532
TOCANTINS,NORTE,HOMENS,40-44,2051,63291
TOCANTINS,NORTE,HOMENS,45-49,2051,65722
TOCANTINS,NORTE,HOMENS,50-54,2051,67122
TOCANTINS,NORTE,HOMENS,55-59,2051,6349
TOCANTINS,NORTE,HOMENS,60-64,2051,57088
TOCANTINS,NORTE,HOMENS,65-69,2051,50532
TOCANTINS,NORTE,HOMENS,70-74,2051,41309
TOCANTINS,NORTE,HOMENS,75-79,2051,2943
TOCANTINS,NORTE,HOMENS,80-84,2051,19449
TOCANTINS,NORTE,HOMENS,85-89,2051,1074
TOCANTINS,NORTE,HOMENS,90+,2051,6206
TOCANTINS,NORTE,MULHERES,0-4,2051,52375
TOCANTINS,NORTE,MULHERES,5-9,2051,53555
TOCANTINS,NORTE,MULHERES,10-14,2051,55239
TOCANTINS,NORTE,MULHERES,15-19,2051,57108
TOCANTINS,NORTE,MULHERES,20-24,2051,58976
TOCANTINS,NORTE,MULHERES,25-29,2051,60807
TOCANTINS,NORTE,MULHERES,30-34,2051,61667
TOCANTINS,NORTE,MULHERES,35-39,2051,61055
TOCANTINS,NORTE,MULHERES,40-44,2051,62942
TOCANTINS,NORTE,MULHERES,45-49,2051,65916
TOCANTINS,NORTE,MULHERES,50-54,2051,68174
TOCANTINS,NORTE,MULHERES,55-59,2051,65796
TOCANTINS,NORTE,MULHERES,60-64,2051,61178
TOCANTINS,NORTE,MULHERES,65-69,2051,56315
TOCANTINS,NORTE,MULHERES,70-74,2051,48552
TOCANTINS,NORTE,MULHERES,75-79,2051,35026
TOCANTINS,NORTE,MULHERES,80-84,2051,25113
TOCANTINS,NORTE,MULHERES,85-89,2051,1515
TOCANTINS,NORTE,MULHERES,90+,2051,10399
MARANHÃO,NORDESTE,HOMENS,0-4,2051,217851
MARANHÃO,NORDESTE,HOMENS,5-9,2051,226601
MARANHÃO,NORDESTE,HOMENS,10-14,2051,236413
MARANHÃO,NORDESTE,HOMENS,15-19,2051,244431
MARANHÃO,NORDESTE,HOMENS,20-24,2051,244403
MARANHÃO,NORDESTE,HOMENS,25-29,2051,239742
MARANHÃO,NORDESTE,HOMENS,30-34,2051,236081
MARANHÃO,NORDESTE,HOMENS,35-39,2051,227626
MARANHÃO,NORDESTE,HOMENS,40-44,2051,25033
MARANHÃO,NORDESTE,HOMENS,45-49,2051,26283
MARANHÃO,NORDESTE,HOMENS,50-54,2051,261852
MARANHÃO,NORDESTE,HOMENS,55-59,2051,236954
MARANHÃO,NORDESTE,HOMENS,60-64,2051,217415
MARANHÃO,NORDESTE,HOMENS,65-69,2051,193537
MARANHÃO,NORDESTE,HOMENS,70-74,2051,148977
MARANHÃO,NORDESTE,HOMENS,75-79,2051,98758
MARANHÃO,NORDESTE,HOMENS,80-84,2051,62546
MARANHÃO,NORDESTE,HOMENS,85-89,2051,34292
MARANHÃO,NORDESTE,HOMENS,90+,2051,22174
MARANHÃO,NORDESTE,MULHERES,0-4,2051,207894
MARANHÃO,NORDESTE,MULHERES,5-9,2051,215977
MARANHÃO,NORDESTE,MULHERES,10-14,2051,224379
MARANHÃO,NORDESTE,MULHERES,15-19,2051,23103
MARANHÃO,NORDESTE,MULHERES,20-24,2051,23305
MARANHÃO,NORDESTE,MULHERES,25-29,2051,233695
MARANHÃO,NORDESTE,MULHERES,30-34,2051,234939
MARANHÃO,NORDESTE,MULHERES,35-39,2051,2307
MARANHÃO,NORDESTE,MULHERES,40-44,2051,25699
MARANHÃO,NORDESTE,MULHERES,45-49,2051,275264
MARANHÃO,NORDESTE,MULHERES,50-54,2051,281644
MARANHÃO,NORDESTE,MULHERES,55-59,2051,266417
MARANHÃO,NORDESTE,MULHERES,60-64,2051,256613
MARANHÃO,NORDESTE,MULHERES,65-69,2051,23573
MARANHÃO,NORDESTE,MULHERES,70-74,2051,189107
MARANHÃO,NORDESTE,MULHERES,75-79,2051,13334
MARANHÃO,NORDESTE,MULHERES,80-84,2051,9422
MARANHÃO,NORDESTE,MULHERES,85-89,2051,60638
MARANHÃO,NORDESTE,MULHERES,90+,2051,53659
PIAUI,NORDESTE,HOMENS,0-4,2051,81123
PIAUI,NORDESTE,HOMENS,5-9,2051,84632
PIAUI,NORDESTE,HOMENS,10-14,2051,89898
PIAUI,NORDESTE,HOMENS,15-19,2051,94917
PIAUI,NORDESTE,HOMENS,20-24,2051,95287
PIAUI,NORDESTE,HOMENS,25-29,2051,9263
PIAUI,NORDESTE,HOMENS,30-34,2051,91011
PIAUI,NORDESTE,HOMENS,35-39,2051,87734
PIAUI,NORDESTE,HOMENS,40-44,2051,92309
PIAUI,NORDESTE,HOMENS,45-49,2051,102971
PIAUI,NORDESTE,HOMENS,50-54,2051,110676
PIAUI,NORDESTE,HOMENS,55-59,2051,100013
PIAUI,NORDESTE,HOMENS,60-64,2051,94488
PIAUI,NORDESTE,HOMENS,65-69,2051,85563
PIAUI,NORDESTE,HOMENS,70-74,2051,70172
PIAUI,NORDESTE,HOMENS,75-79,2051,47447
PIAUI,NORDESTE,HOMENS,80-84,2051,29538
PIAUI,NORDESTE,HOMENS,85-89,2051,15161
PIAUI,NORDESTE,HOMENS,90+,2051,7162
PIAUI,NORDESTE,MULHERES,0-4,2051,77391
PIAUI,NORDESTE,MULHERES,5-9,2051,81003
PIAUI,NORDESTE,MULHERES,10-14,2051,86204
PIAUI,NORDESTE,MULHERES,15-19,2051,90933
PIAUI,NORDESTE,MULHERES,20-24,2051,9275
PIAUI,NORDESTE,MULHERES,25-29,2051,92827
PIAUI,NORDESTE,MULHERES,30-34,2051,93574
PIAUI,NORDESTE,MULHERES,35-39,2051,92437
PIAUI,NORDESTE,MULHERES,40-44,2051,98842
PIAUI,NORDESTE,MULHERES,45-49,2051,112497
PIAUI,NORDESTE,MULHERES,50-54,2051,122405
PIAUI,NORDESTE,MULHERES,55-59,2051,11725
PIAUI,NORDESTE,MULHERES,60-64,2051,119734
PIAUI,NORDESTE,MULHERES,65-69,2051,11264
PIAUI,NORDESTE,MULHERES,70-74,2051,98125
PIAUI,NORDESTE,MULHERES,75-79,2051,72516
PIAUI,NORDESTE,MULHERES,80-84,2051,52843
PIAUI,NORDESTE,MULHERES,85-89,2051,33481
PIAUI,NORDESTE,MULHERES,90+,2051,22552
CEARÁ,NORDESTE,HOMENS,0-4,2051,242154
CEARÁ,NORDESTE,HOMENS,5-9,2051,250816
CEARÁ,NORDESTE,HOMENS,10-14,2051,262018
CEARÁ,NORDESTE,HOMENS,15-19,2051,274958
CEARÁ,NORDESTE,HOMENS,20-24,2051,284784
CEARÁ,NORDESTE,HOMENS,25-29,2051,292903
CEARÁ,NORDESTE,HOMENS,30-34,2051,297766
CEARÁ,NORDESTE,HOMENS,35-39,2051,288112
CEARÁ,NORDESTE,HOMENS,40-44,2051,292365
CEARÁ,NORDESTE,HOMENS,45-49,2051,304559
CEARÁ,NORDESTE,HOMENS,50-54,2051,346874
CEARÁ,NORDESTE,HOMENS,55-59,2051,338786
CEARÁ,NORDESTE,HOMENS,60-64,2051,313715
CEARÁ,NORDESTE,HOMENS,65-69,2051,271967
CEARÁ,NORDESTE,HOMENS,70-74,2051,217291
CEARÁ,NORDESTE,HOMENS,75-79,2051,157405
CEARÁ,NORDESTE,HOMENS,80-84,2051,108732
CEARÁ,NORDESTE,HOMENS,85-89,2051,62686
CEARÁ,NORDESTE,HOMENS,90+,2051,33237
CEARÁ,NORDESTE,MULHERES,0-4,2051,230887
CEARÁ,NORDESTE,MULHERES,5-9,2051,239253
CEARÁ,NORDESTE,MULHERES,10-14,2051,24996
CEARÁ,NORDESTE,MULHERES,15-19,2051,262959
CEARÁ,NORDESTE,MULHERES,20-24,2051,275636
CEARÁ,NORDESTE,MULHERES,25-29,2051,287923
CEARÁ,NORDESTE,MULHERES,30-34,2051,296246
CEARÁ,NORDESTE,MULHERES,35-39,2051,290219
CEARÁ,NORDESTE,MULHERES,40-44,2051,299325
CEARÁ,NORDESTE,MULHERES,45-49,2051,318576
CEARÁ,NORDESTE,MULHERES,50-54,2051,36946
CEARÁ,NORDESTE,MULHERES,55-59,2051,376655
CEARÁ,NORDESTE,MULHERES,60-64,2051,368103
CEARÁ,NORDESTE,MULHERES,65-69,2051,329796
CEARÁ,NORDESTE,MULHERES,70-74,2051,27635
CEARÁ,NORDESTE,MULHERES,75-79,2051,215258
CEARÁ,NORDESTE,MULHERES,80-84,2051,164579
CEARÁ,NORDESTE,MULHERES,85-89,2051,107842
CEARÁ,NORDESTE,MULHERES,90+,2051,75137
RIO GRANDE DO NORTE,NORDESTE,HOMENS,0-4,2051,95085
RIO GRANDE DO NORTE,NORDESTE,HOMENS,5-9,2051,98554
RIO GRANDE DO NORTE,NORDESTE,HOMENS,10-14,2051,102942
RIO GRANDE DO NORTE,NORDESTE,HOMENS,15-19,2051,108011
RIO GRANDE DO NORTE,NORDESTE,HOMENS,20-24,2051,112662
RIO GRANDE DO NORTE,NORDESTE,HOMENS,25-29,2051,116392
RIO GRANDE DO NORTE,NORDESTE,HOMENS,30-34,2051,118523
RIO GRANDE DO NORTE,NORDESTE,HOMENS,35-39,2051,120918
RIO GRANDE DO NORTE,NORDESTE,HOMENS,40-44,2051,124117
RIO GRANDE DO NORTE,NORDESTE,HOMENS,45-49,2051,129325
RIO GRANDE DO NORTE,NORDESTE,HOMENS,50-54,2051,137601
RIO GRANDE DO NORTE,NORDESTE,HOMENS,55-59,2051,133953
RIO GRANDE DO NORTE,NORDESTE,HOMENS,60-64,2051,131789
RIO GRANDE DO NORTE,NORDESTE,HOMENS,65-69,2051,116356
RIO GRANDE DO NORTE,NORDESTE,HOMENS,70-74,2051,91312
RIO GRANDE DO NORTE,NORDESTE,HOMENS,75-79,2051,66106
RIO GRANDE DO NORTE,NORDESTE,HOMENS,80-84,2051,46876
RIO GRANDE DO NORTE,NORDESTE,HOMENS,85-89,2051,27127
